날짜시간,항공사,가격
2025-02-15 00:00:00-08:10,아시아나항공,"229,100"
2025-02-16 00:00:00-17:20,진에어,"147,700"
2025-02-16 00:00:00-18:45,제주항공,"154,500"
2025-02-16 00:00:00-16:20,제주항공,"168,300"
2025-02-16 00:00:00-17:55,제주항공,"168,300"
2025-02-16 00:00:00-06:30,진에어,"174,500"
2025-02-16 00:00:00-07:55,진에어,"174,500"
2025-02-16 00:00:00-15:20,제주항공,"196,800"
2025-02-16 00:00:00-16:55,아시아나항공,"229,100"
2025-02-16 00:00:00-06:50,아시아나항공,"229,100"
2025-02-16 00:00:00-08:10,아시아나항공,"229,100"
2025-02-17 00:00:00-17:20,진에어,"145,300"
2025-02-17 00:00:00-18:45,제주항공,"152,500"
