날짜시간,항공사,가격
2025-02-03 00:00:00-12:55,그레이터베이항공,"227,800"
2025-02-03 00:00:00-14:05,홍콩익스프레스항공,"247,700"
2025-02-03 00:00:00-17:15,홍콩익스프레스항공,"247,700"
2025-02-03 00:00:00-12:35,홍콩익스프레스항공,"264,000"
2025-02-04 00:00:00-09:50,제주항공,"133,900"
2025-02-04 00:00:00-12:55,그레이터베이항공,"227,800"
2025-02-04 00:00:00-14:05,홍콩익스프레스항공,"247,700"
2025-02-04 00:00:00-17:15,홍콩익스프레스항공,"247,700"
2025-02-04 00:00:00-12:35,샤먼항공,"282,900"
2025-02-05 00:00:00-09:50,제주항공,"151,700"
2025-02-05 00:00:00-12:55,홍콩익스프레스항공,"221,900"
2025-02-05 00:00:00-12:35,홍콩익스프레스항공,"221,900"
2025-02-05 00:00:00-15:35,그레이터베이항공,"227,800"
2025-02-05 00:00:00-21:55,샤먼항공,"282,900"
2025-02-07 00:00:00-15:55,홍콩익스프레스항공,"196,200"
2025-02-07 00:00:00-19:00,그레이터베이항공,"227,800"
2025-02-07 00:00:00-14:05,제주항공,"231,800"
2025-02-07 00:00:00-17:15,홍콩익스프레스항공,"234,800"
2025-02-07 00:00:00-09:50,홍콩익스프레스항공,"247,700"
2025-02-08 00:00:00-12:35,홍콩익스프레스항공,"221,900"
2025-02-08 00:00:00-15:35,그레이터베이항공,"227,800"
2025-02-08 00:00:00-14:05,홍콩익스프레스항공,"251,100"
2025-02-08 00:00:00-17:15,제주항공,"258,500"
2025-02-08 00:00:00-21:55,샤먼항공,"333,700"
2025-02-09 00:00:00-09:50,제주항공,"205,100"
2025-02-09 00:00:00-12:55,홍콩익스프레스항공,"225,500"
2025-02-09 00:00:00-12:35,홍콩익스프레스항공,"225,500"
2025-02-09 00:00:00-15:35,그레이터베이항공,"227,800"
2025-02-09 00:00:00-21:55,샤먼항공,"282,900"
2025-02-10 00:00:00-09:50,제주항공,"205,100"
2025-02-10 00:00:00-12:55,그레이터베이항공,"227,800"
2025-02-10 00:00:00-14:05,홍콩익스프레스항공,"247,700"
2025-02-10 00:00:00-17:15,홍콩익스프레스항공,"247,700"
2025-02-10 00:00:00-12:35,샤먼항공,"333,700"
2025-02-11 00:00:00-09:50,제주항공,"178,400"
2025-02-11 00:00:00-12:55,홍콩익스프레스항공,"196,200"
2025-02-11 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-11 00:00:00-15:35,그레이터베이항공,"227,800"
2025-02-11 00:00:00-21:55,샤먼항공,"282,900"
2025-02-12 00:00:00-09:50,제주항공,"178,400"
2025-02-12 00:00:00-12:55,홍콩익스프레스항공,"196,200"
2025-02-12 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-12 00:00:00-15:35,그레이터베이항공,"227,800"
2025-02-12 00:00:00-21:55,샤먼항공,"333,700"
2025-02-13 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-13 00:00:00-15:35,홍콩익스프레스항공,"196,200"
2025-02-13 00:00:00-21:55,제주항공,"205,100"
2025-02-13 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-13 00:00:00-09:50,홍콩항공,"243,400"
2025-02-14 00:00:00-12:35,홍콩익스프레스항공,"196,200"
2025-02-14 00:00:00-15:35,홍콩익스프레스항공,"196,200"
2025-02-14 00:00:00-21:55,홍콩익스프레스항공,"196,200"
2025-02-14 00:00:00-00:55,그레이터베이항공,"227,800"
2025-02-14 00:00:00-15:55,제주항공,"231,800"
2025-02-15 00:00:00-21:55,홍콩익스프레스항공,"199,700"
2025-02-15 00:00:00-00:55,홍콩익스프레스항공,"209,100"
